# t 	  E 	 I 	 EA 	 IA 	 


84.64 	 0.03 	 0.01 	 100.00 	 17.00 

84.66 	 0.03 	 0.01 	 100.00 	 17.00 

84.68 	 0.03 	 0.01 	 100.00 	 17.00 

84.70 	 0.03 	 0.01 	 100.00 	 17.00 

84.72 	 0.03 	 0.01 	 100.00 	 17.00 

84.74 	 0.03 	 0.01 	 100.00 	 17.00 

84.76 	 0.03 	 0.01 	 100.00 	 17.00 

84.78 	 0.03 	 0.01 	 100.00 	 17.00 

84.80 	 0.03 	 0.01 	 100.00 	 17.00 

84.82 	 0.03 	 0.01 	 100.00 	 17.00 

84.84 	 0.03 	 0.01 	 100.00 	 17.00 

84.86 	 0.03 	 0.01 	 100.00 	 17.00 

84.88 	 0.02 	 0.01 	 100.00 	 17.00 

84.90 	 0.02 	 0.01 	 100.00 	 17.00 

84.92 	 0.02 	 0.01 	 100.00 	 17.00 

84.94 	 0.02 	 0.01 	 100.00 	 17.00 

84.96 	 0.02 	 0.01 	 100.00 	 17.00 

84.98 	 0.02 	 0.01 	 100.00 	 17.00 

85.00 	 0.02 	 0.01 	 100.00 	 17.00 

85.02 	 0.02 	 0.01 	 100.00 	 17.00 

85.04 	 0.02 	 0.01 	 100.00 	 17.00 

85.06 	 0.02 	 0.01 	 100.00 	 17.00 

85.08 	 0.02 	 0.01 	 100.00 	 17.00 

85.10 	 0.02 	 0.01 	 100.00 	 17.00 

85.12 	 0.02 	 0.01 	 100.00 	 17.00 

85.14 	 0.02 	 0.01 	 100.00 	 17.00 

85.16 	 0.02 	 0.01 	 100.00 	 17.00 

85.18 	 0.02 	 0.01 	 100.00 	 17.00 

85.20 	 0.02 	 0.01 	 100.00 	 17.00 

85.22 	 0.02 	 0.01 	 100.00 	 17.00 

85.24 	 0.02 	 0.01 	 100.00 	 17.00 

85.26 	 0.02 	 0.01 	 100.00 	 17.00 

85.28 	 0.02 	 0.01 	 100.00 	 17.00 

85.30 	 0.02 	 0.01 	 100.00 	 17.00 

85.32 	 0.02 	 0.01 	 100.00 	 17.00 

85.34 	 0.02 	 0.01 	 100.00 	 17.00 

85.36 	 0.02 	 0.01 	 100.00 	 17.00 

85.38 	 0.02 	 0.01 	 100.00 	 17.00 

85.40 	 0.02 	 0.01 	 100.00 	 17.00 

85.42 	 0.02 	 0.01 	 100.00 	 17.00 

85.44 	 0.02 	 0.01 	 100.00 	 17.00 

85.46 	 0.02 	 0.01 	 100.00 	 17.00 

85.48 	 0.02 	 0.01 	 100.00 	 17.00 

85.50 	 0.02 	 0.01 	 100.00 	 17.00 

85.52 	 0.02 	 0.01 	 100.00 	 17.00 

85.54 	 0.02 	 0.01 	 100.00 	 17.00 

85.56 	 0.02 	 0.01 	 100.00 	 17.00 

85.58 	 0.02 	 0.01 	 100.00 	 17.00 

85.60 	 0.02 	 0.01 	 100.00 	 17.00 

85.62 	 0.02 	 0.01 	 100.00 	 17.00 

85.64 	 0.02 	 0.01 	 100.00 	 17.00 

85.66 	 0.02 	 0.01 	 100.00 	 17.00 

85.68 	 0.02 	 0.01 	 100.00 	 17.00 

85.70 	 0.02 	 0.01 	 100.00 	 17.00 

85.72 	 0.02 	 0.01 	 100.00 	 17.00 

85.74 	 0.02 	 0.01 	 100.00 	 17.00 

85.76 	 0.02 	 0.01 	 100.00 	 17.00 

85.78 	 0.02 	 0.01 	 100.00 	 17.00 

85.80 	 0.02 	 0.01 	 100.00 	 17.00 

85.82 	 0.02 	 0.01 	 100.00 	 17.00 

85.84 	 0.02 	 0.01 	 100.00 	 17.00 

85.86 	 0.02 	 0.01 	 100.00 	 17.00 

85.88 	 0.02 	 0.01 	 100.00 	 17.00 

85.90 	 0.02 	 0.01 	 100.00 	 17.00 

85.92 	 0.02 	 0.01 	 100.00 	 17.00 

85.94 	 0.02 	 0.01 	 100.00 	 17.00 

85.96 	 0.02 	 0.01 	 100.00 	 17.00 

85.98 	 0.02 	 0.01 	 100.00 	 17.00 

86.00 	 0.02 	 0.01 	 100.00 	 17.00 

86.02 	 0.02 	 0.01 	 100.00 	 17.00 

86.04 	 0.02 	 0.01 	 100.00 	 17.00 

86.06 	 0.02 	 0.01 	 100.00 	 17.00 

86.08 	 0.02 	 0.01 	 100.00 	 17.00 

86.10 	 0.02 	 0.01 	 100.00 	 17.00 

86.12 	 0.02 	 0.01 	 100.00 	 17.00 

86.14 	 0.02 	 0.01 	 100.00 	 17.00 

86.16 	 0.02 	 0.01 	 100.00 	 17.00 

86.18 	 0.02 	 0.01 	 100.00 	 17.00 

86.20 	 0.02 	 0.01 	 100.00 	 17.00 

86.22 	 0.02 	 0.01 	 100.00 	 17.00 

86.24 	 0.02 	 0.01 	 100.00 	 17.00 

86.26 	 0.02 	 0.01 	 100.00 	 17.00 

86.28 	 0.02 	 0.01 	 100.00 	 17.00 

86.30 	 0.02 	 0.01 	 100.00 	 17.00 

86.32 	 0.02 	 0.01 	 100.00 	 17.00 

86.34 	 0.02 	 0.01 	 100.00 	 17.00 

86.36 	 0.02 	 0.01 	 100.00 	 17.00 

86.38 	 0.02 	 0.01 	 100.00 	 17.00 

86.40 	 0.02 	 0.01 	 100.00 	 17.00 

86.42 	 0.02 	 0.01 	 100.00 	 17.00 

86.44 	 0.02 	 0.01 	 100.00 	 17.00 

86.46 	 0.02 	 0.01 	 100.00 	 17.00 

86.48 	 0.02 	 0.01 	 100.00 	 17.00 

86.50 	 0.02 	 0.01 	 100.00 	 17.00 

86.52 	 0.02 	 0.01 	 100.00 	 17.00 

86.54 	 0.02 	 0.01 	 100.00 	 17.00 

86.56 	 0.02 	 0.01 	 100.00 	 17.00 

86.58 	 0.02 	 0.01 	 100.00 	 17.00 

86.60 	 0.02 	 0.01 	 100.00 	 17.00 

86.62 	 0.02 	 0.01 	 100.00 	 17.00 

86.64 	 0.02 	 0.01 	 100.00 	 17.00 

86.66 	 0.02 	 0.01 	 100.00 	 17.00 

86.68 	 0.02 	 0.01 	 100.00 	 17.00 

86.70 	 0.02 	 0.01 	 100.00 	 17.00 

86.72 	 0.02 	 0.01 	 100.00 	 17.00 

86.74 	 0.02 	 0.01 	 100.00 	 17.00 

86.76 	 0.02 	 0.01 	 100.00 	 17.00 

86.78 	 0.02 	 0.01 	 100.00 	 17.00 

86.80 	 0.02 	 0.01 	 100.00 	 17.00 

86.82 	 0.02 	 0.01 	 100.00 	 17.00 

86.84 	 0.02 	 0.01 	 100.00 	 17.00 

86.86 	 0.02 	 0.01 	 100.00 	 17.00 

86.88 	 0.02 	 0.01 	 100.00 	 17.00 

86.90 	 0.02 	 0.01 	 100.00 	 17.00 

86.92 	 0.02 	 0.01 	 100.00 	 17.00 

86.94 	 0.02 	 0.01 	 100.00 	 17.00 

86.96 	 0.02 	 0.01 	 100.00 	 17.00 

86.98 	 0.02 	 0.01 	 100.00 	 17.00 

87.00 	 0.02 	 0.01 	 100.00 	 17.00 

87.02 	 0.02 	 0.01 	 100.00 	 17.00 

87.04 	 0.02 	 0.01 	 100.00 	 17.00 

87.06 	 0.02 	 0.01 	 100.00 	 17.00 

87.08 	 0.02 	 0.01 	 100.00 	 17.00 

87.10 	 0.02 	 0.01 	 100.00 	 17.00 

87.12 	 0.02 	 0.01 	 100.00 	 17.00 

87.14 	 0.02 	 0.01 	 100.00 	 17.00 

87.16 	 0.02 	 0.01 	 100.00 	 17.00 

87.18 	 0.02 	 0.01 	 100.00 	 17.00 

87.20 	 0.02 	 0.01 	 100.00 	 17.00 

87.22 	 0.02 	 0.01 	 100.00 	 17.00 

87.24 	 0.02 	 0.01 	 100.00 	 17.00 

87.26 	 0.02 	 0.01 	 100.00 	 17.00 

87.28 	 0.02 	 0.01 	 100.00 	 17.00 

87.30 	 0.02 	 0.01 	 100.00 	 17.00 

87.32 	 0.02 	 0.01 	 100.00 	 17.00 

87.34 	 0.02 	 0.01 	 100.00 	 17.00 

87.36 	 0.02 	 0.01 	 100.00 	 17.00 

87.38 	 0.02 	 0.01 	 100.00 	 17.00 

87.40 	 0.02 	 0.01 	 100.00 	 17.00 

87.42 	 0.02 	 0.01 	 100.00 	 17.00 

87.44 	 0.02 	 0.01 	 100.00 	 17.00 

87.46 	 0.02 	 0.01 	 100.00 	 17.00 

87.48 	 0.02 	 0.01 	 100.00 	 17.00 

87.50 	 0.02 	 0.01 	 100.00 	 17.00 

87.52 	 0.02 	 0.01 	 100.00 	 17.00 

87.54 	 0.02 	 0.01 	 100.00 	 17.00 

87.56 	 0.02 	 0.01 	 100.00 	 17.00 

87.58 	 0.02 	 0.01 	 100.00 	 17.00 

87.60 	 0.02 	 0.01 	 100.00 	 17.00 

87.62 	 0.02 	 0.01 	 100.00 	 17.00 

87.64 	 0.02 	 0.01 	 100.00 	 17.00 

87.66 	 0.02 	 0.01 	 100.00 	 17.00 

87.68 	 0.02 	 0.01 	 100.00 	 17.00 

87.70 	 0.02 	 0.01 	 100.00 	 17.00 

87.72 	 0.02 	 0.01 	 100.00 	 17.00 

87.74 	 0.02 	 0.01 	 100.00 	 17.00 

87.76 	 0.02 	 0.01 	 100.00 	 17.00 

87.78 	 0.02 	 0.01 	 100.00 	 17.00 

87.80 	 0.02 	 0.01 	 100.00 	 17.00 

87.82 	 0.02 	 0.01 	 100.00 	 17.00 

87.84 	 0.02 	 0.01 	 100.00 	 17.00 

87.86 	 0.02 	 0.01 	 100.00 	 17.00 

87.88 	 0.02 	 0.01 	 100.00 	 17.00 

87.90 	 0.02 	 0.01 	 100.00 	 17.00 

87.92 	 0.02 	 0.01 	 100.00 	 17.00 

87.94 	 0.02 	 0.01 	 100.00 	 17.00 

87.96 	 0.02 	 0.01 	 100.00 	 17.00 

87.98 	 0.02 	 0.01 	 100.00 	 17.00 

88.00 	 0.02 	 0.01 	 100.00 	 17.00 

88.02 	 0.02 	 0.01 	 100.00 	 17.00 

88.04 	 0.02 	 0.01 	 100.00 	 17.00 

88.06 	 0.02 	 0.01 	 100.00 	 17.00 

88.08 	 0.02 	 0.01 	 100.00 	 17.00 

88.10 	 0.02 	 0.01 	 100.00 	 17.00 

88.12 	 0.02 	 0.01 	 100.00 	 17.00 

88.14 	 0.02 	 0.01 	 100.00 	 17.00 

88.16 	 0.02 	 0.01 	 100.00 	 17.00 

88.18 	 0.02 	 0.01 	 100.00 	 17.00 

88.20 	 0.02 	 0.01 	 100.00 	 17.00 

88.22 	 0.02 	 0.01 	 100.00 	 17.00 

88.24 	 0.02 	 0.01 	 100.00 	 17.00 

88.26 	 0.02 	 0.01 	 100.00 	 17.00 

88.28 	 0.02 	 0.01 	 100.00 	 17.00 

88.30 	 0.02 	 0.01 	 100.00 	 17.00 

88.32 	 0.02 	 0.01 	 100.00 	 17.00 

88.34 	 0.02 	 0.01 	 100.00 	 17.00 

88.36 	 0.02 	 0.01 	 100.00 	 17.00 

88.38 	 0.02 	 0.01 	 100.00 	 17.00 

88.40 	 0.02 	 0.01 	 100.00 	 17.00 

88.42 	 0.02 	 0.01 	 100.00 	 17.00 

88.44 	 0.02 	 0.01 	 100.00 	 17.00 

88.46 	 0.02 	 0.01 	 100.00 	 17.00 

88.48 	 0.02 	 0.01 	 100.00 	 17.00 

88.50 	 0.02 	 0.01 	 100.00 	 17.00 

88.52 	 0.02 	 0.01 	 100.00 	 17.00 

88.54 	 0.02 	 0.01 	 100.00 	 17.00 

88.56 	 0.02 	 0.01 	 100.00 	 17.00 

88.58 	 0.02 	 0.01 	 100.00 	 17.00 

88.60 	 0.02 	 0.01 	 100.00 	 17.00 

88.62 	 0.02 	 0.01 	 100.00 	 17.00 

88.64 	 0.02 	 0.01 	 100.00 	 17.00 

88.66 	 0.02 	 0.01 	 100.00 	 17.00 

88.68 	 0.02 	 0.01 	 100.00 	 17.00 

88.70 	 0.02 	 0.01 	 100.00 	 17.00 

88.72 	 0.01 	 0.01 	 100.00 	 17.00 

88.74 	 0.01 	 0.01 	 100.00 	 17.00 

88.76 	 0.01 	 0.01 	 100.00 	 17.00 

88.78 	 0.01 	 0.01 	 100.00 	 17.00 

88.80 	 0.01 	 0.01 	 100.00 	 17.00 

88.82 	 0.01 	 0.01 	 100.00 	 17.00 

88.84 	 0.01 	 0.01 	 100.00 	 17.00 

88.86 	 0.01 	 0.01 	 100.00 	 17.00 

88.88 	 0.01 	 0.01 	 100.00 	 17.00 

88.90 	 0.01 	 0.01 	 100.00 	 17.00 

88.92 	 0.01 	 0.01 	 100.00 	 17.00 

88.94 	 0.01 	 0.01 	 100.00 	 17.00 

88.96 	 0.01 	 0.01 	 100.00 	 17.00 

88.98 	 0.01 	 0.01 	 100.00 	 17.00 

89.00 	 0.01 	 0.01 	 100.00 	 17.00 

89.02 	 0.01 	 0.01 	 100.00 	 17.00 

89.04 	 0.01 	 0.01 	 100.00 	 17.00 

89.06 	 0.01 	 0.01 	 100.00 	 17.00 

89.08 	 0.01 	 0.01 	 100.00 	 17.00 

89.10 	 0.01 	 0.01 	 100.00 	 17.00 

89.12 	 0.01 	 0.01 	 100.00 	 17.00 

89.14 	 0.01 	 0.01 	 100.00 	 17.00 

89.16 	 0.01 	 0.01 	 100.00 	 17.00 

89.18 	 0.01 	 0.01 	 100.00 	 17.00 

89.20 	 0.01 	 0.01 	 100.00 	 17.00 

89.22 	 0.01 	 0.01 	 100.00 	 17.00 

89.24 	 0.01 	 0.01 	 100.00 	 17.00 

89.26 	 0.01 	 0.01 	 100.00 	 17.00 

89.28 	 0.01 	 0.01 	 100.00 	 17.00 

89.30 	 0.01 	 0.01 	 100.00 	 17.00 

89.32 	 0.01 	 0.01 	 100.00 	 17.00 

89.34 	 0.01 	 0.01 	 100.00 	 17.00 

89.36 	 0.01 	 0.01 	 100.00 	 17.00 

89.38 	 0.01 	 0.01 	 100.00 	 17.00 

89.40 	 0.01 	 0.01 	 100.00 	 17.00 

89.42 	 0.01 	 0.01 	 100.00 	 17.00 

89.44 	 0.01 	 0.01 	 100.00 	 17.00 

89.46 	 0.01 	 0.01 	 100.00 	 17.00 

89.48 	 0.01 	 0.01 	 100.00 	 17.00 

89.50 	 0.01 	 0.01 	 100.00 	 17.00 

89.52 	 0.01 	 0.01 	 100.00 	 17.00 

89.54 	 0.01 	 0.01 	 100.00 	 17.00 

89.56 	 0.01 	 0.01 	 100.00 	 17.00 

89.58 	 0.01 	 0.01 	 100.00 	 17.00 

89.60 	 0.01 	 0.01 	 100.00 	 17.00 

89.62 	 0.01 	 0.01 	 100.00 	 17.00 

89.64 	 0.01 	 0.01 	 100.00 	 17.00 

89.66 	 0.01 	 0.01 	 100.00 	 17.00 

89.68 	 0.01 	 0.01 	 100.00 	 17.00 

89.70 	 0.01 	 0.01 	 100.00 	 17.00 

89.72 	 0.01 	 0.01 	 100.00 	 17.00 

89.74 	 0.01 	 0.01 	 100.00 	 17.00 

89.76 	 0.01 	 0.01 	 100.00 	 17.00 

89.78 	 0.01 	 0.01 	 100.00 	 17.00 

89.80 	 0.01 	 0.01 	 100.00 	 17.00 

89.82 	 0.01 	 0.01 	 100.00 	 17.00 

89.84 	 0.01 	 0.01 	 100.00 	 17.00 

89.86 	 0.01 	 0.01 	 100.00 	 17.00 

89.88 	 0.01 	 0.01 	 100.00 	 17.00 

89.90 	 0.01 	 0.01 	 100.00 	 17.00 

89.92 	 0.01 	 0.01 	 100.00 	 17.00 

89.94 	 0.01 	 0.01 	 100.00 	 17.00 

89.96 	 0.01 	 0.01 	 100.00 	 17.00 

89.98 	 0.01 	 0.01 	 100.00 	 17.00 

90.00 	 0.01 	 0.01 	 100.00 	 17.00 

90.02 	 0.01 	 0.01 	 100.00 	 17.00 

90.04 	 0.01 	 0.01 	 100.00 	 17.00 

90.06 	 0.01 	 0.01 	 100.00 	 17.00 

90.08 	 0.01 	 0.01 	 100.00 	 17.00 

90.10 	 0.01 	 0.01 	 100.00 	 17.00 

90.12 	 0.01 	 0.01 	 100.00 	 17.00 

90.14 	 0.01 	 0.01 	 100.00 	 17.00 

90.16 	 0.01 	 0.01 	 100.00 	 17.00 

90.18 	 0.01 	 0.01 	 100.00 	 17.00 

90.20 	 0.01 	 0.01 	 100.00 	 17.00 

90.22 	 0.01 	 0.01 	 100.00 	 17.00 

90.24 	 0.01 	 0.01 	 100.00 	 17.00 

90.26 	 0.01 	 0.01 	 100.00 	 17.00 

90.28 	 0.01 	 0.01 	 100.00 	 17.00 

90.30 	 0.01 	 0.01 	 100.00 	 17.00 

90.32 	 0.01 	 0.01 	 100.00 	 17.00 

90.34 	 0.01 	 0.01 	 100.00 	 17.00 

90.36 	 0.01 	 0.01 	 100.00 	 17.00 

90.38 	 0.01 	 0.01 	 100.00 	 17.00 

90.40 	 0.01 	 0.01 	 100.00 	 17.00 

90.42 	 0.01 	 0.01 	 100.00 	 17.00 

90.44 	 0.01 	 0.01 	 100.00 	 17.00 

90.46 	 0.01 	 0.01 	 100.00 	 17.00 

90.48 	 0.01 	 0.01 	 100.00 	 17.00 

90.50 	 0.01 	 0.01 	 100.00 	 17.00 

90.52 	 0.01 	 0.01 	 100.00 	 17.00 

90.54 	 0.01 	 0.01 	 100.00 	 17.00 

90.56 	 0.01 	 0.01 	 100.00 	 17.00 

90.58 	 0.01 	 0.01 	 100.00 	 17.00 

90.60 	 0.01 	 0.01 	 100.00 	 17.00 

90.62 	 0.01 	 0.01 	 100.00 	 17.00 

90.64 	 0.01 	 0.01 	 100.00 	 17.00 

90.66 	 0.01 	 0.01 	 100.00 	 17.00 

90.68 	 0.01 	 0.01 	 100.00 	 17.00 

90.70 	 0.01 	 0.01 	 100.00 	 17.00 

90.72 	 0.01 	 0.01 	 100.00 	 17.00 

90.74 	 0.01 	 0.01 	 100.00 	 17.00 

90.76 	 0.01 	 0.01 	 100.00 	 17.00 

90.78 	 0.01 	 0.01 	 100.00 	 17.00 

90.80 	 0.01 	 0.01 	 100.00 	 17.00 

90.82 	 0.01 	 0.01 	 100.00 	 17.00 

90.84 	 0.01 	 0.01 	 100.00 	 17.00 

90.86 	 0.01 	 0.01 	 100.00 	 17.00 

90.88 	 0.01 	 0.01 	 100.00 	 17.00 

90.90 	 0.01 	 0.01 	 100.00 	 17.00 

90.92 	 0.01 	 0.01 	 100.00 	 17.00 

90.94 	 0.01 	 0.01 	 100.00 	 17.00 

90.96 	 0.01 	 0.01 	 100.00 	 17.00 

90.98 	 0.01 	 0.01 	 100.00 	 17.00 

91.00 	 0.01 	 0.01 	 100.00 	 17.00 

91.02 	 0.01 	 0.01 	 100.00 	 17.00 

91.04 	 0.01 	 0.01 	 100.00 	 17.00 

91.06 	 0.01 	 0.01 	 100.00 	 17.00 

91.08 	 0.01 	 0.01 	 100.00 	 17.00 

91.10 	 0.01 	 0.01 	 100.00 	 17.00 

91.12 	 0.01 	 0.01 	 100.00 	 17.00 

91.14 	 0.01 	 0.01 	 100.00 	 17.00 

91.16 	 0.01 	 0.01 	 100.00 	 17.00 

91.18 	 0.01 	 0.01 	 100.00 	 17.00 

91.20 	 0.01 	 0.01 	 100.00 	 17.00 

91.22 	 0.01 	 0.01 	 100.00 	 17.00 

91.24 	 0.01 	 0.01 	 100.00 	 17.00 

91.26 	 0.01 	 0.01 	 100.00 	 17.00 

91.28 	 0.01 	 0.01 	 100.00 	 17.00 

91.30 	 0.01 	 0.01 	 100.00 	 17.00 

91.32 	 0.01 	 0.01 	 100.00 	 17.00 

91.34 	 0.01 	 0.01 	 100.00 	 17.00 

91.36 	 0.01 	 0.01 	 100.00 	 17.00 

91.38 	 0.01 	 0.01 	 100.00 	 17.00 

91.40 	 0.01 	 0.01 	 100.00 	 17.00 

91.42 	 0.01 	 0.01 	 100.00 	 17.00 

91.44 	 0.01 	 0.01 	 100.00 	 17.00 

91.46 	 0.01 	 0.01 	 100.00 	 17.00 

91.48 	 0.01 	 0.01 	 100.00 	 17.00 

91.50 	 0.01 	 0.01 	 100.00 	 17.00 

91.52 	 0.01 	 0.01 	 100.00 	 17.00 

91.54 	 0.01 	 0.01 	 100.00 	 17.00 

91.56 	 0.01 	 0.01 	 100.00 	 17.00 

91.58 	 0.01 	 0.01 	 100.00 	 17.00 

91.60 	 0.01 	 0.01 	 100.00 	 17.00 

91.62 	 0.01 	 0.01 	 100.00 	 17.00 

91.64 	 0.01 	 0.01 	 100.00 	 17.00 

91.66 	 0.01 	 0.01 	 100.00 	 17.00 

91.68 	 0.01 	 0.01 	 100.00 	 17.00 

91.70 	 0.01 	 0.01 	 100.00 	 17.00 

91.72 	 0.01 	 0.01 	 100.00 	 17.00 

91.74 	 0.01 	 0.01 	 100.00 	 17.00 

91.76 	 0.01 	 0.01 	 100.00 	 17.00 

91.78 	 0.01 	 0.01 	 100.00 	 17.00 

91.80 	 0.01 	 0.01 	 100.00 	 17.00 

91.82 	 0.01 	 0.01 	 100.00 	 17.00 

91.84 	 0.01 	 0.01 	 100.00 	 17.00 

91.86 	 0.01 	 0.01 	 100.00 	 17.00 

91.88 	 0.01 	 0.01 	 100.00 	 17.00 

91.90 	 0.01 	 0.01 	 100.00 	 17.00 

91.92 	 0.01 	 0.01 	 100.00 	 17.00 

91.94 	 0.01 	 0.01 	 100.00 	 17.00 

91.96 	 0.01 	 0.01 	 100.00 	 17.00 

91.98 	 0.01 	 0.01 	 100.00 	 17.00 

92.00 	 0.01 	 0.01 	 100.00 	 17.00 

92.02 	 0.01 	 0.01 	 100.00 	 17.00 

92.04 	 0.01 	 0.01 	 100.00 	 17.00 

92.06 	 0.01 	 0.01 	 100.00 	 17.00 

92.08 	 0.01 	 0.01 	 100.00 	 17.00 

92.10 	 0.01 	 0.01 	 100.00 	 17.00 

92.12 	 0.01 	 0.00 	 100.00 	 17.00 

92.14 	 0.01 	 0.00 	 100.00 	 17.00 

92.16 	 0.01 	 0.00 	 100.00 	 17.00 

92.18 	 0.01 	 0.00 	 100.00 	 17.00 

92.20 	 0.01 	 0.00 	 100.00 	 17.00 

92.22 	 0.01 	 0.00 	 100.00 	 17.00 

92.24 	 0.01 	 0.00 	 100.00 	 17.00 

92.26 	 0.01 	 0.00 	 100.00 	 17.00 

92.28 	 0.01 	 0.00 	 100.00 	 17.00 

92.30 	 0.01 	 0.00 	 100.00 	 17.00 

92.32 	 0.01 	 0.00 	 100.00 	 17.00 

92.34 	 0.01 	 0.00 	 100.00 	 17.00 

92.36 	 0.01 	 0.00 	 100.00 	 17.00 

92.38 	 0.01 	 0.00 	 100.00 	 17.00 

92.40 	 0.01 	 0.00 	 100.00 	 17.00 

92.42 	 0.01 	 0.00 	 100.00 	 17.00 

92.44 	 0.01 	 0.00 	 100.00 	 17.00 

92.46 	 0.01 	 0.00 	 100.00 	 17.00 

92.48 	 0.01 	 0.00 	 100.00 	 17.00 

92.50 	 0.01 	 0.00 	 100.00 	 17.00 

92.52 	 0.01 	 0.00 	 100.00 	 17.00 

92.54 	 0.01 	 0.00 	 100.00 	 17.00 

92.56 	 0.01 	 0.00 	 100.00 	 17.00 

92.58 	 0.01 	 0.00 	 100.00 	 17.00 

92.60 	 0.01 	 0.00 	 100.00 	 17.00 

92.62 	 0.01 	 0.00 	 100.00 	 17.00 

92.64 	 0.01 	 0.00 	 100.00 	 17.00 

92.66 	 0.01 	 0.00 	 100.00 	 17.00 

92.68 	 0.01 	 0.00 	 100.00 	 17.00 

92.70 	 0.01 	 0.00 	 100.00 	 17.00 

92.72 	 0.01 	 0.00 	 100.00 	 17.00 

92.74 	 0.01 	 0.00 	 100.00 	 17.00 

92.76 	 0.01 	 0.00 	 100.00 	 17.00 

92.78 	 0.01 	 0.00 	 100.00 	 17.00 

92.80 	 0.01 	 0.00 	 100.00 	 17.00 

92.82 	 0.01 	 0.00 	 100.00 	 17.00 

92.84 	 0.01 	 0.00 	 100.00 	 17.00 

92.86 	 0.01 	 0.00 	 100.00 	 17.00 

92.88 	 0.01 	 0.00 	 100.00 	 17.00 

92.90 	 0.01 	 0.00 	 100.00 	 17.00 

92.92 	 0.01 	 0.00 	 100.00 	 17.00 

92.94 	 0.01 	 0.00 	 100.00 	 17.00 

92.96 	 0.01 	 0.00 	 100.00 	 17.00 

92.98 	 0.01 	 0.00 	 100.00 	 17.00 

93.00 	 0.01 	 0.00 	 100.00 	 17.00 

93.02 	 0.01 	 0.00 	 100.00 	 17.00 

93.04 	 0.01 	 0.00 	 100.00 	 17.00 

93.06 	 0.01 	 0.00 	 100.00 	 17.00 

93.08 	 0.01 	 0.00 	 100.00 	 17.00 

93.10 	 0.01 	 0.00 	 100.00 	 17.00 

93.12 	 0.01 	 0.00 	 100.00 	 17.00 

93.14 	 0.01 	 0.00 	 100.00 	 17.00 

93.16 	 0.01 	 0.00 	 100.00 	 17.00 

93.18 	 0.01 	 0.00 	 100.00 	 17.00 

93.20 	 0.01 	 0.00 	 100.00 	 17.00 

93.22 	 0.01 	 0.00 	 100.00 	 17.00 

93.24 	 0.01 	 0.00 	 100.00 	 17.00 

93.26 	 0.01 	 0.00 	 100.00 	 17.00 

93.28 	 0.01 	 0.00 	 100.00 	 17.00 

93.30 	 0.01 	 0.00 	 100.00 	 17.00 

93.32 	 0.01 	 0.00 	 100.00 	 17.00 

93.34 	 0.01 	 0.00 	 100.00 	 17.00 

93.36 	 0.01 	 0.00 	 100.00 	 17.00 

93.38 	 0.01 	 0.00 	 100.00 	 17.00 

93.40 	 0.01 	 0.00 	 100.00 	 17.00 

93.42 	 0.01 	 0.00 	 100.00 	 17.00 

93.44 	 0.01 	 0.00 	 100.00 	 17.00 

93.46 	 0.01 	 0.00 	 100.00 	 17.00 

93.48 	 0.01 	 0.00 	 100.00 	 17.00 

93.50 	 0.01 	 0.00 	 100.00 	 17.00 

93.52 	 0.01 	 0.00 	 100.00 	 17.00 

93.54 	 0.01 	 0.00 	 100.00 	 17.00 

93.56 	 0.01 	 0.00 	 100.00 	 17.00 

93.58 	 0.01 	 0.00 	 100.00 	 17.00 

93.60 	 0.01 	 0.00 	 100.00 	 17.00 

93.62 	 0.01 	 0.00 	 100.00 	 17.00 

93.64 	 0.01 	 0.00 	 100.00 	 17.00 

93.66 	 0.01 	 0.00 	 100.00 	 17.00 

93.68 	 0.01 	 0.00 	 100.00 	 17.00 

93.70 	 0.01 	 0.00 	 100.00 	 17.00 

93.72 	 0.01 	 0.00 	 100.00 	 17.00 

93.74 	 0.01 	 0.00 	 100.00 	 17.00 

93.76 	 0.01 	 0.00 	 100.00 	 17.00 

93.78 	 0.01 	 0.00 	 100.00 	 17.00 

93.80 	 0.01 	 0.00 	 100.00 	 17.00 

93.82 	 0.01 	 0.00 	 100.00 	 17.00 

93.84 	 0.01 	 0.00 	 100.00 	 17.00 

93.86 	 0.01 	 0.00 	 100.00 	 17.00 

93.88 	 0.01 	 0.00 	 100.00 	 17.00 

93.90 	 0.01 	 0.00 	 100.00 	 17.00 

93.92 	 0.01 	 0.00 	 100.00 	 17.00 

